,Paquetes,Tiempo de misión,Hora,Estado de la misión,Servo,Latitud,Longitud,Temperatura,Presión,Altitud,Aceleración en X,Aceleración en Y,Aceleración en Z,Giro X,Giro Y,Giro Z,Ángulo X,Ángulo Y,Ángulo Z,Brujula,Bateria,CO2,Humedad,Velocidad
1233,31849,385.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78157.0,3.08,2.747,0.294,-9.712,-33.3,30.08,-33.76,217.18,-128.84,2218.05,192.61,76.0,729.0,21.94,-0.31
1234,31850,385.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78157.0,3.08,2.747,0.294,-9.712,-74.86,-36.5,-57.79,203.78,-135.69,2208.11,197.73,76.0,729.0,21.94,-0.31
1235,31851,385.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78157.0,3.08,2.747,0.294,-9.712,-74.86,-36.5,-57.79,203.78,-135.69,2208.11,197.73,76.0,704.0,21.94,-0.31
1236,31852,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78157.0,3.08,2.747,0.294,-9.712,-74.86,-36.5,-57.79,203.78,-135.69,2208.11,197.73,75.0,704.0,21.94,-0.31
1237,31853,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78157.0,4.01,2.649,0.294,-9.418,-74.86,-36.5,-57.79,203.78,-135.69,2208.11,197.73,75.0,704.0,21.94,-0.31
1238,31854,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78157.0,4.01,2.649,0.294,-9.418,-20.42,-48.08,-16.19,200.52,-142.71,2205.89,201.13,75.0,704.0,21.94,0.42
1239,31855,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78157.0,4.01,2.649,0.294,-9.418,-20.42,-48.08,-16.19,200.52,-142.71,2205.89,201.13,75.0,704.0,21.94,0.42
1240,31856,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78157.0,4.01,2.649,0.294,-9.418,-20.42,-48.08,-16.19,200.52,-142.71,2205.89,201.13,76.0,704.0,21.94,0.42
1241,31857,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78151.0,3.59,2.649,0.294,-9.516,-20.42,-48.08,-16.19,200.52,-142.71,2205.89,201.13,76.0,704.0,21.94,0.42
1242,31858,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78151.0,3.59,2.649,0.294,-9.516,51.29,-12.41,30.85,206.29,-144.64,2209.72,200.33,76.0,704.0,21.94,-0.0
1243,31859,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78151.0,3.59,2.649,0.294,-9.516,51.29,-12.41,30.85,206.29,-144.64,2209.72,200.33,76.0,704.0,21.94,-0.0
1244,31860,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78151.0,3.59,2.649,0.294,-9.516,51.29,-12.41,30.85,206.29,-144.64,2209.72,200.33,76.0,704.0,21.94,-0.0
1245,31861,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78158.0,3.59,2.845,0.294,-9.712,51.29,-12.41,30.85,206.29,-144.64,2209.72,200.33,76.0,704.0,21.94,-0.0
1246,31862,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78158.0,3.59,2.845,0.294,-9.712,84.03,31.51,53.15,215.93,-141.19,2216.31,195.76,76.0,704.0,21.94,-0.11
1247,31863,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78158.0,3.59,2.845,0.294,-9.712,84.03,31.51,53.15,215.93,-141.19,2216.31,195.76,76.0,704.0,21.87,-0.11
1248,31864,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78158.0,3.59,2.845,0.294,-9.712,84.03,31.51,53.15,215.93,-141.19,2216.31,195.76,75.0,704.0,21.87,-0.11
1249,31865,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78154.0,3.7,2.845,0.294,-9.81,84.03,31.51,53.15,215.93,-141.19,2216.31,195.76,75.0,704.0,21.87,-0.11
1250,31866,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78154.0,3.7,2.845,0.294,-9.81,26.91,53.22,22.74,219.71,-132.67,2220.22,190.94,75.0,704.0,21.87,0.41
1251,31867,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78154.0,3.7,2.845,0.294,-9.81,26.91,53.22,22.74,219.71,-132.67,2220.22,190.94,75.0,704.0,21.87,0.41
1252,31868,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78154.0,3.7,2.845,0.294,-9.81,26.91,53.22,22.74,219.71,-132.67,2220.22,190.94,76.0,704.0,21.87,0.41
1253,31869,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78153.0,4.31,2.747,0.196,-9.81,26.91,53.22,22.74,219.71,-132.67,2220.22,190.94,76.0,704.0,21.87,0.41
1254,31870,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78153.0,4.31,2.747,0.196,-9.81,-46.39,22.52,-20.57,213.24,-130.55,2217.67,192.71,76.0,704.0,21.87,1.23
1255,31871,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78153.0,4.31,2.747,0.196,-9.81,-46.39,22.52,-20.57,213.24,-130.55,2217.67,192.71,76.0,704.0,21.87,1.23
1256,31872,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78153.0,4.31,2.747,0.196,-9.81,-46.39,22.52,-20.57,213.24,-130.55,2217.67,192.71,77.0,704.0,21.87,1.23
1257,31873,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78151.0,3.18,2.845,0.294,-9.712,-46.39,22.52,-20.57,213.24,-130.55,2217.67,192.71,77.0,704.0,21.87,1.23
1258,31874,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78151.0,3.18,2.845,0.294,-9.712,-78.63,-24.95,-42.1,202.98,-134.24,2212.45,196.84,77.0,704.0,21.87,1.23
1259,31875,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78151.0,3.18,2.845,0.294,-9.712,-78.63,-24.95,-42.1,202.98,-134.24,2212.45,196.84,77.0,704.0,21.87,1.23
1260,31876,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78151.0,3.18,2.845,0.294,-9.712,-78.63,-24.95,-42.1,202.98,-134.24,2212.45,196.84,74.0,704.0,21.87,1.23
1261,31877,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78147.0,3.9,2.649,0.294,-9.516,-78.63,-24.95,-42.1,202.98,-134.24,2212.45,196.84,74.0,704.0,21.87,1.23
1262,31878,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78147.0,3.9,2.649,0.294,-9.516,-45.73,-48.49,-21.4,196.9,-140.73,2209.79,199.73,74.0,704.0,21.87,1.23
1263,31879,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78147.0,3.9,2.649,0.294,-9.516,-45.73,-48.49,-21.4,196.9,-140.73,2209.79,199.73,74.0,704.0,21.9,1.23
1264,31880,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78147.0,3.9,2.649,0.294,-9.516,-45.73,-48.49,-21.4,196.9,-140.73,2209.79,199.73,76.0,704.0,21.9,1.23
1265,31881,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78154.0,4.21,2.747,0.294,-9.516,-45.73,-48.49,-21.4,196.9,-140.73,2209.79,199.73,76.0,704.0,21.9,1.23
1266,31882,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78154.0,4.21,2.747,0.294,-9.516,46.56,-17.3,37.02,204.09,-144.0,2215.94,198.22,76.0,704.0,21.9,1.23
1267,31883,386.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78154.0,4.21,2.747,0.294,-9.516,46.56,-17.3,37.02,204.09,-144.0,2215.94,198.22,76.0,708.0,21.9,1.23
1268,31884,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.7,78154.0,4.21,2.747,0.294,-9.516,46.56,-17.3,37.02,204.09,-144.0,2215.94,198.22,77.0,708.0,21.9,1.23
1269,31885,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78158.0,3.59,2.747,0.294,-9.712,46.56,-17.3,37.02,204.09,-144.0,2215.94,198.22,77.0,708.0,21.9,0.62
1270,31886,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78158.0,3.59,2.747,0.294,-9.712,80.0,26.96,60.25,214.29,-140.77,2224.19,193.59,77.0,708.0,21.9,-0.11
1271,31887,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78158.0,3.59,2.747,0.294,-9.712,80.0,26.96,60.25,214.29,-140.77,2224.19,193.59,77.0,708.0,21.9,-0.11
1272,31888,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78158.0,3.59,2.747,0.294,-9.712,80.0,26.96,60.25,214.29,-140.77,2224.19,193.59,75.0,708.0,21.9,-0.11
1273,31889,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78150.0,4.21,2.845,0.294,-9.712,80.0,26.96,60.25,214.29,-140.77,2224.19,193.59,75.0,708.0,21.9,-0.11
1274,31890,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78150.0,4.21,2.845,0.294,-9.712,42.36,48.02,40.65,219.08,-134.96,2229.6,189.26,75.0,708.0,21.9,-0.1
1275,31891,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78150.0,4.21,2.845,0.294,-9.712,42.36,48.02,40.65,219.08,-134.96,2229.6,189.26,75.0,708.0,21.9,-0.1
1276,31892,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78150.0,4.21,2.845,0.294,-9.712,42.36,48.02,40.65,219.08,-134.96,2229.6,189.26,73.0,708.0,21.9,-0.1
1277,31893,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78153.0,3.7,2.747,0.294,-9.81,42.36,48.02,40.65,219.08,-134.96,2229.6,189.26,73.0,708.0,21.9,-0.1
1278,31894,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78153.0,3.7,2.747,0.294,-9.81,-31.07,35.13,-1.92,214.47,-131.27,2229.36,189.01,73.0,708.0,21.9,0.52
1279,31895,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78153.0,3.7,2.747,0.294,-9.81,-31.07,35.13,-1.92,214.47,-131.27,2229.36,189.01,73.0,708.0,22.02,0.52
1280,31896,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78153.0,3.7,2.747,0.294,-9.81,-31.07,35.13,-1.92,214.47,-131.27,2229.36,189.01,75.0,708.0,22.02,0.52
1281,31897,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78155.0,4.11,2.845,0.294,-9.81,-31.07,35.13,-1.92,214.47,-131.27,2229.36,189.01,75.0,708.0,22.02,0.52
1282,31898,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78155.0,4.11,2.845,0.294,-9.81,-78.77,-18.85,-33.93,200.92,-134.98,2223.73,194.13,75.0,708.0,22.02,0.21
1283,31899,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78155.0,4.11,2.845,0.294,-9.81,-78.77,-18.85,-33.93,200.92,-134.98,2223.73,194.13,75.0,708.0,22.02,0.21
1284,31900,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78155.0,4.11,2.845,0.294,-9.81,-78.77,-18.85,-33.93,200.92,-134.98,2223.73,194.13,74.0,708.0,22.02,0.21
1285,31901,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78153.0,4.01,2.649,0.294,-9.516,-78.77,-18.85,-33.93,200.92,-134.98,2223.73,194.13,74.0,708.0,22.02,0.21
1286,31902,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78153.0,4.01,2.649,0.294,-9.516,-41.45,-42.53,-18.24,195.4,-140.73,2221.47,196.33,74.0,708.0,22.02,-0.2
1287,31903,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78153.0,4.01,2.649,0.294,-9.516,-41.45,-42.53,-18.24,195.4,-140.73,2221.47,196.33,74.0,708.0,22.02,-0.2
1288,31904,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78153.0,4.01,2.649,0.294,-9.516,-41.45,-42.53,-18.24,195.4,-140.73,2221.47,196.33,76.0,708.0,22.02,-0.2
1289,31905,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78165.0,3.49,2.649,0.294,-9.614,-41.45,-42.53,-18.24,195.4,-140.73,2221.47,196.33,76.0,708.0,22.02,-0.2
1290,31906,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78165.0,3.49,2.649,0.294,-9.614,29.93,-29.11,21.03,198.69,-144.73,2224.07,196.32,76.0,708.0,22.02,-0.2
1291,31907,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78165.0,3.49,2.649,0.294,-9.614,29.93,-29.11,21.03,198.69,-144.73,2224.07,196.32,76.0,708.0,22.02,-0.2
1292,31908,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78165.0,3.49,2.649,0.294,-9.614,29.93,-29.11,21.03,198.69,-144.73,2224.07,196.32,70.0,708.0,22.02,-0.2
1293,31909,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78152.0,3.59,2.747,0.294,-9.81,29.93,-29.11,21.03,198.69,-144.73,2224.07,196.32,70.0,708.0,22.02,-0.2
1294,31910,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78152.0,3.59,2.747,0.294,-9.81,75.89,8.69,47.6,207.94,-144.01,2230.26,193.07,70.0,708.0,22.02,-0.2
1295,31911,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78152.0,3.59,2.747,0.294,-9.81,75.89,8.69,47.6,207.94,-144.01,2230.26,193.07,70.0,708.0,22.1,-0.2
1296,31912,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78152.0,3.59,2.747,0.294,-9.81,75.89,8.69,47.6,207.94,-144.01,2230.26,193.07,76.0,708.0,22.1,-0.2
1297,31913,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78154.0,3.7,2.845,0.294,-9.712,75.89,8.69,47.6,207.94,-144.01,2230.26,193.07,76.0,708.0,22.1,-0.2
1298,31914,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78154.0,3.7,2.845,0.294,-9.712,45.68,43.05,31.34,214.76,-137.39,2235.46,187.04,76.0,708.0,22.1,-0.2
1299,31915,387.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78154.0,3.7,2.845,0.294,-9.712,45.68,43.05,31.34,214.76,-137.39,2235.46,187.04,76.0,708.0,22.1,-0.2
1300,31916,388.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78154.0,3.7,2.845,0.294,-9.712,45.68,43.05,31.34,214.76,-137.39,2235.46,187.04,76.0,708.0,22.1,-0.2
1301,31917,388.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78152.0,3.7,2.845,0.294,-9.712,45.68,43.05,31.34,214.76,-137.39,2235.46,187.04,76.0,708.0,22.1,-0.0
1302,31918,388.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78152.0,3.7,2.845,0.294,-9.712,-30.77,35.39,-19.43,209.88,-133.15,2232.8,187.54,76.0,708.0,22.1,-0.41
1303,31919,388.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187225,34.8,78152.0,3.7,2.845,0.294,-9.712,-30.77,35.39,-19.43,209.88,-133.15,2232.8,187.54,76.0,708.0,22.1,-0.41
1304,31920,388.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78152.0,3.7,2.845,0.294,-9.712,-30.77,35.39,-19.43,209.88,-133.15,2232.8,187.54,73.0,708.0,22.1,-0.41
1305,31921,388.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,3.49,2.845,0.294,-9.712,-30.77,35.39,-19.43,209.88,-133.15,2232.8,187.54,73.0,708.0,22.1,-0.41
1306,31922,388.0, 12:41:51,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,3.49,2.845,0.294,-9.712,-71.44,-1.4,-44.94,200.56,-133.92,2227.23,191.1,73.0,708.0,22.1,-0.52
1307,31923,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,3.49,2.845,0.294,-9.712,-71.44,-1.4,-44.94,200.56,-133.92,2227.23,191.1,73.0,708.0,22.1,-0.52
1308,31924,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,3.49,2.845,0.294,-9.712,-71.44,-1.4,-44.94,200.56,-133.92,2227.23,191.1,75.0,708.0,22.1,-0.52
1309,31925,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,4.11,2.649,0.294,-9.516,-71.44,-1.4,-44.94,200.56,-133.92,2227.23,191.1,75.0,708.0,22.1,-0.52
1310,31926,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,4.11,2.649,0.294,-9.516,-49.74,-34.98,-39.27,194.05,-138.77,2222.36,195.06,75.0,708.0,22.1,0.62
1311,31927,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,4.11,2.649,0.294,-9.516,-49.74,-34.98,-39.27,194.05,-138.77,2222.36,195.06,75.0,708.0,22.11,0.62
1312,31928,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,4.11,2.649,0.294,-9.516,-49.74,-34.98,-39.27,194.05,-138.77,2222.36,195.06,75.0,708.0,22.11,0.62
1313,31929,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78159.0,3.9,2.649,0.294,-9.516,-49.74,-34.98,-39.27,194.05,-138.77,2222.36,195.06,75.0,708.0,22.11,0.62
1314,31930,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78159.0,3.9,2.649,0.294,-9.516,41.17,-25.45,9.21,200.54,-143.49,2223.92,195.77,75.0,708.0,22.11,0.31
1315,31931,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78159.0,3.9,2.649,0.294,-9.516,41.17,-25.45,9.21,200.54,-143.49,2223.92,195.77,75.0,708.0,22.11,0.31
1316,31932,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78159.0,3.9,2.649,0.294,-9.516,41.17,-25.45,9.21,200.54,-143.49,2223.92,195.77,70.0,708.0,22.11,0.31
1317,31933,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,4.11,2.747,0.294,-9.81,41.17,-25.45,9.21,200.54,-143.49,2223.92,195.77,70.0,708.0,22.11,0.31
1318,31934,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,4.11,2.747,0.294,-9.81,77.77,13.82,31.84,210.44,-142.05,2228.25,190.92,70.0,708.0,22.11,0.41
1319,31935,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,4.11,2.747,0.294,-9.81,77.77,13.82,31.84,210.44,-142.05,2228.25,190.92,70.0,708.0,22.11,0.41
1320,31936,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,4.11,2.747,0.294,-9.81,77.77,13.82,31.84,210.44,-142.05,2228.25,190.92,74.0,708.0,22.11,0.41
1321,31937,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78150.0,3.59,2.747,0.294,-9.81,77.77,13.82,31.84,210.44,-142.05,2228.25,190.92,74.0,708.0,22.11,0.41
1322,31938,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78150.0,3.59,2.747,0.294,-9.81,52.91,39.05,20.86,216.38,-137.63,2230.9,188.32,74.0,708.0,22.11,0.41
1323,31939,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78150.0,3.59,2.747,0.294,-9.81,52.91,39.05,20.86,216.38,-137.63,2230.9,188.32,74.0,708.0,22.11,0.41
1324,31940,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78150.0,3.59,2.747,0.294,-9.81,52.91,39.05,20.86,216.38,-137.63,2230.9,188.32,69.0,708.0,22.11,0.41
1325,31941,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78150.0,3.9,2.845,0.294,-9.614,52.91,39.05,20.86,216.38,-137.63,2230.9,188.32,69.0,708.0,22.11,0.41
1326,31942,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78150.0,3.9,2.845,0.294,-9.614,-15.82,37.69,-17.0,213.63,-133.44,2228.74,188.62,69.0,708.0,22.11,0.41
1327,31943,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78150.0,3.9,2.845,0.294,-9.614,-15.82,37.69,-17.0,213.63,-133.44,2228.74,188.62,69.0,708.0,22.03,0.41
1328,31944,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78150.0,3.9,2.845,0.294,-9.614,-15.82,37.69,-17.0,213.63,-133.44,2228.74,188.62,74.0,708.0,22.03,0.41
1329,31945,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.7,78151.0,4.01,2.747,0.196,-9.81,-15.82,37.69,-17.0,213.63,-133.44,2228.74,188.62,74.0,708.0,22.03,0.41
1330,31946,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.7,78151.0,4.01,2.747,0.196,-9.81,-66.58,-9.48,-48.25,201.89,-135.62,2220.58,193.62,74.0,708.0,22.03,0.41
1331,31947,388.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.7,78151.0,4.01,2.747,0.196,-9.81,-66.58,-9.48,-48.25,201.89,-135.62,2220.58,193.62,74.0,811.0,22.03,0.41
1332,31948,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.7,78151.0,4.01,2.747,0.196,-9.81,-66.58,-9.48,-48.25,201.89,-135.62,2220.58,193.62,75.0,811.0,22.03,0.41
1333,31949,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.7,78149.0,3.8,2.649,0.294,-9.614,-66.58,-9.48,-48.25,201.89,-135.62,2220.58,193.62,75.0,811.0,22.03,-0.1
1334,31950,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.7,78149.0,3.8,2.649,0.294,-9.614,-26.77,-38.05,-28.91,197.57,-141.64,2216.36,197.23,75.0,811.0,22.03,-0.1
1335,31951,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.7,78149.0,3.8,2.649,0.294,-9.614,-26.77,-38.05,-28.91,197.57,-141.64,2216.36,197.23,75.0,811.0,22.03,-0.1
1336,31952,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.7,78149.0,3.8,2.649,0.294,-9.614,-26.77,-38.05,-28.91,197.57,-141.64,2216.36,197.23,76.0,811.0,22.03,-0.1
1337,31953,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,4.21,2.747,0.294,-9.516,-26.77,-38.05,-28.91,197.57,-141.64,2216.36,197.23,76.0,811.0,22.03,-0.1
1338,31954,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,4.21,2.747,0.294,-9.516,37.83,-24.96,9.6,201.77,-145.11,2217.55,197.17,76.0,811.0,22.03,0.1
1339,31955,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,4.21,2.747,0.294,-9.516,37.83,-24.96,9.6,201.77,-145.11,2217.55,197.17,76.0,811.0,22.03,0.1
1340,31956,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,4.21,2.747,0.294,-9.516,37.83,-24.96,9.6,201.77,-145.11,2217.55,197.17,76.0,811.0,22.03,0.1
1341,31957,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,3.9,2.747,0.294,-9.712,37.83,-24.96,9.6,201.77,-145.11,2217.55,197.17,76.0,811.0,22.03,0.1
1342,31958,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,3.9,2.747,0.294,-9.712,72.04,10.02,32.86,210.05,-144.27,2221.63,193.77,76.0,811.0,22.03,0.31
1343,31959,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,3.9,2.747,0.294,-9.712,72.04,10.02,32.86,210.05,-144.27,2221.63,193.77,76.0,811.0,21.72,0.31
1344,31960,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78153.0,3.9,2.747,0.294,-9.712,72.04,10.02,32.86,210.05,-144.27,2221.63,193.77,72.0,811.0,21.72,0.31
1345,31961,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78151.0,3.49,2.747,0.294,-9.81,72.04,10.02,32.86,210.05,-144.27,2221.63,193.77,72.0,811.0,21.72,0.31
1346,31962,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78151.0,3.49,2.747,0.294,-9.81,38.29,43.02,16.86,215.63,-137.66,2224.43,190.19,72.0,811.0,21.72,-0.41
1347,31963,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78151.0,3.49,2.747,0.294,-9.81,38.29,43.02,16.86,215.63,-137.66,2224.43,190.19,72.0,811.0,21.72,-0.41
1348,31964,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78151.0,3.49,2.747,0.294,-9.81,38.29,43.02,16.86,215.63,-137.66,2224.43,190.19,73.0,811.0,21.72,-0.41
1349,31965,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78152.0,3.7,2.845,0.294,-9.81,38.29,43.02,16.86,215.63,-137.66,2224.43,190.19,73.0,811.0,21.72,-0.41
1350,31966,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78152.0,3.7,2.845,0.294,-9.81,-26.77,34.35,-18.86,211.61,-134.0,2222.09,191.79,73.0,811.0,21.72,-0.31
1351,31967,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78152.0,3.7,2.845,0.294,-9.81,-26.77,34.35,-18.86,211.61,-134.0,2222.09,191.79,73.0,811.0,21.72,-0.31
1352,31968,389.0, 12:41:55,Misión Iniciada,0.0,19.326641,-99.187233,34.8,78152.0,3.7,2.845,0.294,-9.81,-26.77,34.35,-18.86,211.61,-134.0,2222.09,191.79,70.0,811.0,21.72,-0.31
