,Paquetes,Tiempo de misión,Hora,Estado de la misión,Servo,Latitud,Longitud,Temperatura,Presión,Altitud,Aceleración en X,Aceleración en Y,Aceleración en Z,Giro X,Giro Y,Giro Z,Ángulo X,Ángulo Y,Ángulo Z,Brujula,Bateria,CO2,Humedad,Velocidad
0,30616,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78145.0,4.11,0.785,5.003,-7.946,11.16,-34.09,-6.11,181.29,-112.36,2203.23,204.91,76.0,548.0,21.95,0.0
1,30617,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78143.0,4.52,0.491,5.003,-9.025,11.16,-34.09,-6.11,181.29,-112.36,2203.23,204.91,76.0,548.0,21.95,0.0
2,30618,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78143.0,4.52,0.491,5.003,-9.025,-24.13,60.96,18.37,176.74,-103.66,2206.28,205.38,76.0,548.0,21.95,0.0
3,30619,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78143.0,4.52,0.491,5.003,-9.025,-24.13,60.96,18.37,176.74,-103.66,2206.28,205.38,76.0,548.0,21.95,0.0
4,30620,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78143.0,4.52,0.491,5.003,-9.025,-24.13,60.96,18.37,176.74,-103.66,2206.28,205.38,75.0,548.0,21.95,0.0
5,30621,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78142.0,4.42,1.864,5.69,-6.769,-24.13,60.96,18.37,176.74,-103.66,2206.28,205.38,75.0,548.0,21.95,0.0
6,30622,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78142.0,4.42,1.864,5.69,-6.769,21.0,-41.98,-42.59,178.36,-109.05,2201.0,205.73,75.0,548.0,21.95,0.0
7,30623,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78142.0,4.42,1.864,5.69,-6.769,21.0,-41.98,-42.59,178.36,-109.05,2201.0,205.73,75.0,548.0,21.95,0.0
8,30624,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78142.0,4.42,1.864,5.69,-6.769,21.0,-41.98,-42.59,178.36,-109.05,2201.0,205.73,76.0,548.0,21.95,0.0
9,30625,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78141.0,4.73,0.589,5.69,-8.24,21.0,-41.98,-42.59,178.36,-109.05,2201.0,205.73,76.0,548.0,21.95,0.0
10,30626,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78141.0,4.73,0.589,5.69,-8.24,36.45,-20.26,8.97,182.09,-112.67,2202.11,205.28,76.0,548.0,21.95,0.0
11,30627,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78141.0,4.73,0.589,5.69,-8.24,36.45,-20.26,8.97,182.09,-112.67,2202.11,205.28,76.0,548.0,21.95,0.0
12,30628,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78141.0,4.73,0.589,5.69,-8.24,36.45,-20.26,8.97,182.09,-112.67,2202.11,205.28,76.0,548.0,21.95,0.0
13,30629,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78142.0,4.73,0.098,5.003,-9.025,36.45,-20.26,8.97,182.09,-112.67,2202.11,205.28,76.0,548.0,21.95,0.0
14,30630,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78142.0,4.73,0.098,5.003,-9.025,1.81,-12.23,5.64,181.69,-115.48,2202.81,204.88,76.0,548.0,21.95,0.0
15,30631,345.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78142.0,4.73,0.098,5.003,-9.025,1.81,-12.23,5.64,181.69,-115.48,2202.81,204.88,76.0,548.0,22.43,0.0
16,30632,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78142.0,4.73,0.098,5.003,-9.025,1.81,-12.23,5.64,181.69,-115.48,2202.81,204.88,75.0,548.0,22.43,0.0
17,30633,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78149.0,4.42,0.294,4.807,-8.24,1.81,-12.23,5.64,181.69,-115.48,2202.81,204.88,75.0,548.0,22.43,0.0
18,30634,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78149.0,4.42,0.294,4.807,-8.24,14.93,4.44,24.33,183.46,-115.96,2206.85,203.43,75.0,548.0,22.43,0.0
19,30635,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78149.0,4.42,0.294,4.807,-8.24,14.93,4.44,24.33,183.46,-115.96,2206.85,203.43,75.0,548.0,22.43,0.0
20,30636,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78149.0,4.42,0.294,4.807,-8.24,14.93,4.44,24.33,183.46,-115.96,2206.85,203.43,76.0,548.0,22.43,0.0
21,30637,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78144.0,4.93,-0.0,4.709,-8.044,14.93,4.44,24.33,183.46,-115.96,2206.85,203.43,76.0,548.0,22.43,0.31
22,30638,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78144.0,4.93,-0.0,4.709,-8.044,-2.03,-11.39,11.78,182.53,-111.42,2208.31,203.57,76.0,548.0,22.43,0.41
23,30639,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78144.0,4.93,-0.0,4.709,-8.044,-2.03,-11.39,11.78,182.53,-111.42,2208.31,203.57,76.0,548.0,22.43,0.41
24,30640,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78144.0,4.93,-0.0,4.709,-8.044,-2.03,-11.39,11.78,182.53,-111.42,2208.31,203.57,76.0,548.0,22.43,0.41
25,30641,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78144.0,5.65,-0.883,5.494,-6.573,-2.03,-11.39,11.78,182.53,-111.42,2208.31,203.57,76.0,548.0,22.43,0.41
26,30642,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78144.0,5.65,-0.883,5.494,-6.573,-57.33,73.94,15.64,174.63,-97.42,2210.25,205.1,76.0,548.0,22.43,1.23
27,30643,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78144.0,5.65,-0.883,5.494,-6.573,-57.33,73.94,15.64,174.63,-97.42,2210.25,205.1,76.0,548.0,22.43,1.23
28,30644,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78144.0,5.65,-0.883,5.494,-6.573,-57.33,73.94,15.64,174.63,-97.42,2210.25,205.1,75.0,548.0,22.43,1.23
29,30645,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78143.0,4.73,2.845,6.082,-8.437,-57.33,73.94,15.64,174.63,-97.42,2210.25,205.1,75.0,548.0,22.43,1.23
30,30646,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78143.0,4.73,2.845,6.082,-8.437,-95.56,85.33,6.57,160.96,-86.59,2211.15,205.62,75.0,548.0,22.43,-0.0
31,30647,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78143.0,4.73,2.845,6.082,-8.437,-95.56,85.33,6.57,160.96,-86.59,2211.15,205.62,75.0,548.0,22.95,-0.0
32,30648,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78143.0,4.73,2.845,6.082,-8.437,-95.56,85.33,6.57,160.96,-86.59,2211.15,205.62,75.0,548.0,22.95,-0.0
33,30649,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78145.0,4.83,2.649,6.377,-7.652,-95.56,85.33,6.57,160.96,-86.59,2211.15,205.62,75.0,548.0,22.95,-0.0
34,30650,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78145.0,4.83,2.649,6.377,-7.652,-36.55,3.28,-63.84,154.35,-86.64,2200.55,208.42,75.0,548.0,22.95,0.1
35,30651,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78145.0,4.83,2.649,6.377,-7.652,-36.55,3.28,-63.84,154.35,-86.64,2200.55,208.42,75.0,548.0,22.95,0.1
36,30652,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78145.0,4.83,2.649,6.377,-7.652,-36.55,3.28,-63.84,154.35,-86.64,2200.55,208.42,76.0,548.0,22.95,0.1
37,30653,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,4.93,3.532,7.652,-8.535,-36.55,3.28,-63.84,154.35,-86.64,2200.55,208.42,76.0,548.0,22.95,0.1
38,30654,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,4.93,3.532,7.652,-8.535,13.2,70.79,-49.43,155.33,-78.4,2194.42,210.92,76.0,548.0,22.95,0.1
39,30655,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,4.93,3.532,7.652,-8.535,13.2,70.79,-49.43,155.33,-78.4,2194.42,210.92,76.0,548.0,22.95,0.1
40,30656,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,4.93,3.532,7.652,-8.535,13.2,70.79,-49.43,155.33,-78.4,2194.42,210.92,76.0,548.0,22.95,0.1
41,30657,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78146.0,4.21,4.12,7.554,-7.358,13.2,70.79,-49.43,155.33,-78.4,2194.42,210.92,76.0,548.0,22.95,0.1
42,30658,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78146.0,4.21,4.12,7.554,-7.358,27.42,49.05,-20.05,157.83,-72.62,2191.93,211.03,76.0,548.0,22.95,0.1
43,30659,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78146.0,4.21,4.12,7.554,-7.358,27.42,49.05,-20.05,157.83,-72.62,2191.93,211.03,76.0,548.0,22.95,0.1
44,30660,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78146.0,4.21,4.12,7.554,-7.358,27.42,49.05,-20.05,157.83,-72.62,2191.93,211.03,74.0,548.0,22.95,0.1
45,30661,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,4.62,5.984,12.164,-13.734,27.42,49.05,-20.05,157.83,-72.62,2191.93,211.03,74.0,548.0,22.95,0.1
46,30662,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,4.62,5.984,12.164,-13.734,-40.32,156.93,128.94,151.98,-53.25,2208.7,206.37,74.0,548.0,22.95,0.1
47,30663,346.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,4.62,5.984,12.164,-13.734,-40.32,156.93,128.94,151.98,-53.25,2208.7,206.37,74.0,548.0,22.9,0.1
48,30664,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,4.62,5.984,12.164,-13.734,-40.32,156.93,128.94,151.98,-53.25,2208.7,206.37,75.0,548.0,22.9,0.1
49,30665,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78127.0,6.37,0.981,2.551,-0.0,-40.32,156.93,128.94,151.98,-53.25,2208.7,206.37,75.0,548.0,22.9,-1.03
50,30666,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78127.0,6.37,0.981,2.551,-0.0,56.91,126.43,129.56,159.6,-32.05,2230.2,198.86,75.0,548.0,22.9,1.64
51,30667,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78127.0,6.37,0.981,2.551,-0.0,56.91,126.43,129.56,159.6,-32.05,2230.2,198.86,75.0,548.0,22.9,1.64
52,30668,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78127.0,6.37,0.981,2.551,-0.0,56.91,126.43,129.56,159.6,-32.05,2230.2,198.86,76.0,548.0,22.9,1.64
53,30669,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78130.0,6.27,4.414,2.551,-2.158,56.91,126.43,129.56,159.6,-32.05,2230.2,198.86,76.0,548.0,22.9,1.64
54,30670,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78130.0,6.27,4.414,2.551,-2.158,-9.68,-0.06,-18.15,156.16,-33.11,2227.9,197.55,76.0,548.0,22.9,1.44
55,30671,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78130.0,6.27,4.414,2.551,-2.158,-9.68,-0.06,-18.15,156.16,-33.11,2227.9,197.55,76.0,548.0,22.9,1.44
56,30672,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78130.0,6.27,4.414,2.551,-2.158,-9.68,-0.06,-18.15,156.16,-33.11,2227.9,197.55,75.0,548.0,22.9,1.44
57,30673,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78125.0,6.47,2.354,3.826,-3.826,-9.68,-0.06,-18.15,156.16,-33.11,2227.9,197.55,75.0,548.0,22.9,1.44
58,30674,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78125.0,6.47,2.354,3.826,-3.826,-19.53,-25.22,-159.89,152.82,-37.36,2207.59,202.18,75.0,548.0,22.9,1.54
59,30675,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78125.0,6.47,2.354,3.826,-3.826,-19.53,-25.22,-159.89,152.82,-37.36,2207.59,202.18,75.0,575.0,22.9,1.54
60,30676,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78125.0,6.47,2.354,3.826,-3.826,-19.53,-25.22,-159.89,152.82,-37.36,2207.59,202.18,74.0,575.0,22.9,1.54
61,30677,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78143.0,4.83,4.807,9.614,-3.826,-19.53,-25.22,-159.89,152.82,-37.36,2207.59,202.18,74.0,575.0,22.9,1.54
62,30678,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78143.0,4.83,4.807,9.614,-3.826,-66.77,-114.03,-295.29,142.47,-52.72,2167.14,212.05,74.0,575.0,22.9,0.62
63,30679,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78143.0,4.83,4.807,9.614,-3.826,-66.77,-114.03,-295.29,142.47,-52.72,2167.14,212.05,74.0,575.0,22.96,0.62
64,30680,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.6,78143.0,4.83,4.807,9.614,-3.826,-66.77,-114.03,-295.29,142.47,-52.72,2167.14,212.05,75.0,575.0,22.96,0.62
65,30681,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,5.24,1.373,10.889,-6.671,-66.77,-114.03,-295.29,142.47,-52.72,2167.14,212.05,75.0,575.0,22.96,0.62
66,30682,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,5.24,1.373,10.889,-6.671,-30.58,-95.16,-104.56,136.7,-68.35,2148.84,225.37,75.0,575.0,22.96,0.62
67,30683,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,5.24,1.373,10.889,-6.671,-30.58,-95.16,-104.56,136.7,-68.35,2148.84,225.37,75.0,575.0,22.96,0.62
68,30684,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,5.24,1.373,10.889,-6.671,-30.58,-95.16,-104.56,136.7,-68.35,2148.84,225.37,74.0,575.0,22.96,0.62
69,30685,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78150.0,4.62,0.392,9.908,-6.278,-30.58,-95.16,-104.56,136.7,-68.35,2148.84,225.37,74.0,575.0,22.96,0.62
70,30686,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78150.0,4.62,0.392,9.908,-6.278,-36.19,-6.64,11.27,131.77,-67.95,2150.31,226.79,74.0,575.0,22.96,0.62
71,30687,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78150.0,4.62,0.392,9.908,-6.278,-36.19,-6.64,11.27,131.77,-67.95,2150.31,226.79,74.0,575.0,22.96,0.62
72,30688,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78150.0,4.62,0.392,9.908,-6.278,-36.19,-6.64,11.27,131.77,-67.95,2150.31,226.79,75.0,575.0,22.96,0.62
73,30689,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78149.0,4.62,-0.098,8.437,-4.709,-36.19,-6.64,11.27,131.77,-67.95,2150.31,226.79,75.0,575.0,22.96,0.62
74,30690,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78149.0,4.62,-0.098,8.437,-4.709,43.69,18.84,40.21,136.81,-64.27,2155.29,225.06,75.0,575.0,22.96,0.62
75,30691,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78149.0,4.62,-0.098,8.437,-4.709,43.69,18.84,40.21,136.81,-64.27,2155.29,225.06,75.0,575.0,22.96,0.62
76,30692,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78149.0,4.62,-0.098,8.437,-4.709,43.69,18.84,40.21,136.81,-64.27,2155.29,225.06,75.0,575.0,22.96,0.62
77,30693,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78146.0,4.93,-0.294,7.946,-5.101,43.69,18.84,40.21,136.81,-64.27,2155.29,225.06,75.0,575.0,22.96,0.62
78,30694,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78146.0,4.93,-0.294,7.946,-5.101,39.74,17.27,21.66,141.33,-60.76,2157.98,224.5,75.0,575.0,22.96,0.62
79,30695,347.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78146.0,4.93,-0.294,7.946,-5.101,39.74,17.27,21.66,141.33,-60.76,2157.98,224.5,75.0,575.0,22.95,0.62
80,30696,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78146.0,4.93,-0.294,7.946,-5.101,39.74,17.27,21.66,141.33,-60.76,2157.98,224.5,75.0,575.0,22.95,0.62
81,30697,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78148.0,4.73,-0.098,7.456,-5.69,39.74,17.27,21.66,141.33,-60.76,2157.98,224.5,75.0,575.0,22.95,-1.54
82,30698,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78148.0,4.73,-0.098,7.456,-5.69,23.13,5.69,26.53,144.8,-58.56,2162.38,223.12,75.0,575.0,22.95,-0.1
83,30699,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78148.0,4.73,-0.098,7.456,-5.69,23.13,5.69,26.53,144.8,-58.56,2162.38,223.12,75.0,575.0,22.95,-0.1
84,30700,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78148.0,4.73,-0.098,7.456,-5.69,23.13,5.69,26.53,144.8,-58.56,2162.38,223.12,76.0,575.0,22.95,-0.1
85,30701,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78150.0,4.83,-0.098,8.24,-6.082,23.13,5.69,26.53,144.8,-58.56,2162.38,223.12,76.0,575.0,22.95,-0.1
86,30702,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78150.0,4.83,-0.098,8.24,-6.082,9.34,-17.98,-9.29,145.56,-59.5,2161.23,223.43,76.0,575.0,22.95,-0.41
87,30703,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78150.0,4.83,-0.098,8.24,-6.082,9.34,-17.98,-9.29,145.56,-59.5,2161.23,223.43,76.0,575.0,22.95,-0.41
88,30704,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78150.0,4.83,-0.098,8.24,-6.082,9.34,-17.98,-9.29,145.56,-59.5,2161.23,223.43,75.0,575.0,22.95,-0.41
89,30705,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78145.0,4.73,0.0,7.946,-5.101,9.34,-17.98,-9.29,145.56,-59.5,2161.23,223.43,75.0,575.0,22.95,-0.41
90,30706,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78145.0,4.73,0.0,7.946,-5.101,-12.26,0.14,20.57,143.61,-58.31,2163.78,222.42,75.0,575.0,22.95,0.11
91,30707,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78145.0,4.73,0.0,7.946,-5.101,-12.26,0.14,20.57,143.61,-58.31,2163.78,222.42,75.0,593.0,22.95,0.11
92,30708,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78145.0,4.73,0.0,7.946,-5.101,-12.26,0.14,20.57,143.61,-58.31,2163.78,222.42,75.0,593.0,22.95,0.11
93,30709,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78151.0,4.31,0.392,7.554,-5.297,-12.26,0.14,20.57,143.61,-58.31,2163.78,222.42,75.0,593.0,22.95,0.11
94,30710,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78151.0,4.31,0.392,7.554,-5.297,-20.71,-21.98,11.2,140.35,-60.36,2165.35,222.17,75.0,593.0,22.95,-0.31
95,30711,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78151.0,4.31,0.392,7.554,-5.297,-20.71,-21.98,11.2,140.35,-60.36,2165.35,222.17,75.0,593.0,22.96,-0.31
96,30712,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78151.0,4.31,0.392,7.554,-5.297,-20.71,-21.98,11.2,140.35,-60.36,2165.35,222.17,75.0,593.0,22.96,-0.31
97,30713,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,4.21,0.392,8.044,-4.905,-20.71,-21.98,11.2,140.35,-60.36,2165.35,222.17,75.0,593.0,22.96,-0.31
98,30714,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,4.21,0.392,8.044,-4.905,-14.8,-25.72,13.93,137.52,-63.48,2167.66,222.36,75.0,593.0,22.96,-0.72
99,30715,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,4.21,0.392,8.044,-4.905,-14.8,-25.72,13.93,137.52,-63.48,2167.66,222.36,75.0,593.0,22.96,-0.72
100,30716,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78143.0,4.21,0.392,8.044,-4.905,-14.8,-25.72,13.93,137.52,-63.48,2167.66,222.36,76.0,593.0,22.96,-0.72
101,30717,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78144.0,4.73,0.196,8.142,-5.199,-14.8,-25.72,13.93,137.52,-63.48,2167.66,222.36,76.0,593.0,22.96,-0.72
102,30718,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78144.0,4.73,0.196,8.142,-5.199,-3.64,-35.57,1.29,136.76,-66.61,2167.82,222.4,76.0,593.0,22.96,-0.72
103,30719,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78144.0,4.73,0.196,8.142,-5.199,-3.64,-35.57,1.29,136.76,-66.61,2167.82,222.4,76.0,593.0,22.96,-0.72
104,30720,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78144.0,4.73,0.196,8.142,-5.199,-3.64,-35.57,1.29,136.76,-66.61,2167.82,222.4,75.0,593.0,22.96,-0.72
105,30721,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78144.0,4.73,-0.098,8.535,-5.003,-3.64,-35.57,1.29,136.76,-66.61,2167.82,222.4,75.0,593.0,22.96,-0.72
106,30722,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78144.0,4.73,-0.098,8.535,-5.003,2.07,-31.98,21.69,136.68,-69.14,2170.51,221.82,75.0,593.0,22.96,-0.72
107,30723,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78144.0,4.73,-0.098,8.535,-5.003,2.07,-31.98,21.69,136.68,-69.14,2170.51,221.82,75.0,593.0,22.96,-0.72
108,30724,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78144.0,4.73,-0.098,8.535,-5.003,2.07,-31.98,21.69,136.68,-69.14,2170.51,221.82,77.0,593.0,22.96,-0.72
109,30725,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78140.0,4.73,-0.098,8.142,-4.905,2.07,-31.98,21.69,136.68,-69.14,2170.51,221.82,77.0,593.0,22.96,-0.72
110,30726,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78140.0,4.73,-0.098,8.142,-4.905,7.98,-38.09,18.16,137.32,-72.34,2172.76,221.39,77.0,593.0,22.96,-0.72
111,30727,348.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78140.0,4.73,-0.098,8.142,-4.905,7.98,-38.09,18.16,137.32,-72.34,2172.76,221.39,77.0,593.0,22.95,-0.72
112,30728,349.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78140.0,4.73,-0.098,8.142,-4.905,7.98,-38.09,18.16,137.32,-72.34,2172.76,221.39,73.0,593.0,22.95,-0.72
113,30729,349.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78142.0,4.21,-0.098,8.338,-4.807,7.98,-38.09,18.16,137.32,-72.34,2172.76,221.39,73.0,593.0,22.95,-0.0
114,30730,349.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78142.0,4.21,-0.098,8.338,-4.807,7.78,-35.76,13.41,138.23,-76.67,2174.99,220.89,73.0,593.0,22.95,-0.1
115,30731,349.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78142.0,4.21,-0.098,8.338,-4.807,7.78,-35.76,13.41,138.23,-76.67,2174.99,220.89,73.0,593.0,22.95,-0.1
116,30732,349.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78142.0,4.21,-0.098,8.338,-4.807,7.78,-35.76,13.41,138.23,-76.67,2174.99,220.89,76.0,593.0,22.95,-0.1
117,30733,349.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78153.0,4.21,0.491,9.221,-5.592,7.78,-35.76,13.41,138.23,-76.67,2174.99,220.89,76.0,593.0,22.95,-0.1
118,30734,349.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78153.0,4.21,0.491,9.221,-5.592,-6.69,-15.56,12.53,137.02,-77.18,2176.54,221.2,76.0,593.0,22.95,-0.0
119,30735,349.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78153.0,4.21,0.491,9.221,-5.592,-6.69,-15.56,12.53,137.02,-77.18,2176.54,221.2,76.0,593.0,22.95,-0.0
120,30736,349.0, 12:41:7,Misión Iniciada,0.0,19.326628,-99.187225,34.7,78153.0,4.21,0.491,9.221,-5.592,-6.69,-15.56,12.53,137.02,-77.18,2176.54,221.2,75.0,593.0,22.95,-0.0
